timestamp,value
12:00 PM,21
1:00 PM,22
2:00 PM,22
3:00 PM,27
4:00 PM,19
5:00 PM,23
6:00 PM,21
7:00 PM,21
8:00 PM,22
9:00 PM,20
10:00 PM,20
11:00 PM,19
12:00 AM,19
1:00 AM,26
2:00 AM,23
3:00 AM,20
4:00 AM,15
5:00 AM,24
6:00 AM,23
7:00 AM,17
8:00 AM,21
9:00 AM,20
10:00 AM,25
11:00 AM,23
