timestamp,value
13 JUN,83.51603761661626
14 JUN,43.06289215316754
15 JUN,49.17611231691815
16 JUN,42.82688176388136
17 JUN,37.389374810976946
18 JUN,46.89196433361676
19 JUN,79.25581383726234
20 JUN,83.6507032575724
21 JUN,70.50603189836335
22 JUN,44.88882417909419
23 JUN,48.83864479147679
24 JUN,51.23812735165368
25 JUN,61.08525452510817
26 JUN,42.469641710080516
27 JUN,66.93396695141917
28 JUN,41.89268318405776
29 JUN,32.71953659181426
30 JUN,42.31591521765331
1 JUL,68.97445449394549
2 JUL,49.0259845415858
3 JUL,12.31688176925437
4 JUL,1.6583297081608797
5 JUL,51.4280651027749
6 JUL,32.43243472874839
7 JUL,18.899343278106038
8 JUL,74.01371963944733
9 JUL,66.2052075971846
10 JUL,0.4271506002644725
11 JUL,2.3229280780125294
12 JUL,1.0658203864636018
