timestamp,value
22 MAY,2459
23 MAY,3093
24 MAY,3951
25 MAY,3217
26 MAY,4019
27 MAY,2261
28 MAY,1779
29 MAY,1665
30 MAY,3436
31 MAY,1645
1 JUN,2900
2 JUN,2591
3 JUN,3321
4 JUN,1629
5 JUN,3245
6 JUN,2241
7 JUN,1141
8 JUN,1026
9 JUN,1780
10 JUN,1497
11 JUN,2466
12 JUN,4395
13 JUN,1620
14 JUN,3739
15 JUN,3559
16 JUN,4657
17 JUN,1838
18 JUN,2194
19 JUN,3311
20 JUN,2841
