value
52363970
26000224
12759408
12675256
99564840
38455713
25301689
48346450
840542
26583686
48760630
36773408
36244040
1028570
36509410
144125959
85230371
12177834
24613369
619603
12864633
37778555
36872967
12316116
655027
647454
479288
61547483
1030408
472389
