value
143027630
103522092
41360662
53705096
291424470
65273066
56565004
93630519
73145239
69112154
71603622
64966999
43870580
20499472
101698177
190156300
131960982
40881574
69495817
34137592
57547405
69510664
56850044
50898399
7575058
76040767
16193040
104777284
18407617
5882581
