timestamp,value
30 JUN,1597
1 JUL,1766
2 JUL,2515
3 JUL,7305
4 JUL,1486
5 JUL,1551
6 JUL,1939
7 JUL,2258
8 JUL,1725
9 JUL,992
10 JUL,2279
11 JUL,1243
12 JUL,1217
13 JUL,1351
14 JUL,1353
15 JUL,5251
16 JUL,2222
17 JUL,2131
18 JUL,1851
19 JUL,3141
20 JUL,3208
21 JUL,3563
22 JUL,2929
23 JUL,4878
24 JUL,2998
25 JUL,3814
26 JUL,5226
27 JUL,3729
28 JUL,3607
29 JUL,3239
