timestamp,value
9:00 AM,0.25697091864574395
10:00 AM,1.2498537756867376
11:00 AM,0.20964934383317615
12:00 PM,0
1:00 PM,92.03677474839117
2:00 PM,0.023429187564660607
3:00 PM,1.212233411101876
4:00 PM,97.68061887830824
5:00 PM,11.902268692971257
6:00 PM,0
7:00 PM,10.53716008324633
8:00 PM,0
9:00 PM,0
10:00 PM,0
11:00 PM,0
12:00 AM,0
1:00 AM,46.95232958490423
2:00 AM,0
3:00 AM,0
4:00 AM,2.8980904438515185
5:00 AM,1.0136047099701304
6:00 AM,2.0837349059944033
7:00 AM,5.601956220710848
8:00 AM,0.8432797274551106
