value
1366326
2291443
25585880
729089
24584950
25011156
194924
2288720
15787677
2053075
936579
61559598
12415647
652951
13687339
350563332
147134869
97335935
13773602
153371451
120165556
76876873
137168609
37851812
50550009
39006962
38808993
25811135
105673988
38040567
