timestamp,value
2:00 PM,58.598301111675696
3:00 PM,97.33952234217594
4:00 PM,72.62395689905749
5:00 PM,49.477369440513854
6:00 PM,0
7:00 PM,0.8752989972204467
8:00 PM,0
9:00 PM,8.880780514953713
10:00 PM,0
11:00 PM,3.5351604680600857
12:00 AM,0.6633189510491064
1:00 AM,0
2:00 AM,47.25596243447063
3:00 AM,0
4:00 AM,49.45967644127101
5:00 AM,98.84878606331256
6:00 AM,10.582133645304294
7:00 AM,1.3552450652670627
8:00 AM,13.467400881057268
9:00 AM,2.062096818540309
10:00 AM,86.42370099456835
11:00 AM,10.025915104066032
12:00 PM,4.092649712422861
1:00 PM,0
