value
0.3081328177416975
0.22887332626439474
0.9799194719770246
0
0.36364393525759076
0.8225014907489578
0.005678660287539496
0.6298932950262655
0.08025943141282024
0.016782856631038394
0
0
0.3276955602536998
0
0.9480844107913323
0.8707675160849081
0
0.9648598917213643
0
0.2537836795681303
0
0
0.1091382182122615
0.0086292731496847
