value
0.016088914935228658
0.0001776735340932121
0.1972121075791871
0.3139610227782485
0.2314716290119027
0
0.299411243099881
0.17188193337387217
0
0.047717687695482666
0
0
0
0.04503785920585038
0.047509485751190766
0
0.30735866725812017
0.9751108726877497
0.4603398058252427
0
0.690774535209625
0.09129930394431554
0.017833157451708815
0.04351282126770101
