timestamp,value
6 MAY,50.35109031147896
7 MAY,68.43604127782122
8 MAY,56.43888030216281
9 MAY,55.230229033453625
10 MAY,44.20911809140115
11 MAY,67.97478555061161
12 MAY,56.03933910553113
13 MAY,81.02274099955208
14 MAY,2.5253004643656434
15 MAY,43.516546138141045
16 MAY,37.224356094525504
17 MAY,34.54829683338793
18 MAY,29.405446266387187
19 MAY,32.389163895877736
20 MAY,30.839405836139527
21 MAY,46.34159404710537
22 MAY,52.80071552416672
23 MAY,69.81857629745497
24 MAY,50.619376870321496
25 MAY,54.81642327163973
26 MAY,80.10696988630936
27 MAY,80.11392052156016
28 MAY,66.4384894454064
29 MAY,74.82657754577599
30 MAY,26.890232832142097
31 MAY,2.1178261536159515
1 JUN,47.476935236349135
2 JUN,63.2522876737892
3 JUN,32.09205193523984
4 JUN,67.7790863391169
