timestamp,value
1:00 PM,962249
2:00 PM,581500
3:00 PM,495716
4:00 PM,24813549
5:00 PM,28348863
6:00 PM,26429146
7:00 PM,82807
8:00 PM,143436
9:00 PM,25513625
10:00 PM,25501986
11:00 PM,104687
12:00 AM,315556
1:00 AM,4756591
2:00 AM,513985
3:00 AM,15239407
4:00 AM,12137686
5:00 AM,112486
6:00 AM,67866
7:00 AM,11956095
8:00 AM,36726436
9:00 AM,25770092
10:00 AM,12026764
11:00 AM,28868674
12:00 PM,26461795
