timestamp,value
1:00 PM,142516
2:00 PM,0
3:00 PM,112889
4:00 PM,23915671
5:00 PM,25425742
6:00 PM,12672939
7:00 PM,0
8:00 PM,0
9:00 PM,150419
10:00 PM,25131180
11:00 PM,0
12:00 AM,764
1:00 AM,91622
2:00 AM,0
3:00 AM,11966122
4:00 AM,11836599
5:00 AM,0
6:00 AM,0
7:00 AM,46254
8:00 AM,24334219
9:00 AM,814689
10:00 AM,11824965
11:00 AM,24429016
12:00 PM,25395492
