timestamp,value
1:00 PM,14.810719470739903
2:00 PM,0
3:00 PM,22.772918364547444
4:00 PM,96.38150109039219
5:00 PM,89.68875400752404
6:00 PM,47.95061860871328
7:00 PM,0
8:00 PM,0
9:00 PM,0.589563419545439
10:00 PM,98.5459720666461
11:00 PM,0
12:00 AM,0.24211233505304922
1:00 AM,1.9262114400838752
2:00 AM,0
3:00 AM,78.52091620100441
4:00 AM,97.51940361614231
5:00 AM,0
6:00 AM,0
7:00 AM,0.3868654439430266
8:00 AM,66.2580463838092
9:00 AM,3.1613740455408537
10:00 AM,98.32208397869951
11:00 AM,84.62119181504491
12:00 PM,95.9704056357477
