value
0.0024000006934368485
0
0.9767545435336665
0.9634759885920795
0.03429810169144266
0
0
0.957774468869777
0
0
0
0.9797895335792343
0.24212240298343543
0
0
0
0
0.04363987091587199
0
0
0.5643038609032724
0
0
0.03483858274738161
