value
15380063
28627957
15472082
86845152
197340334
73055653
58702852
41766041
19899772
31252904
27852197
22639385
55490922
54819948
17414853
4792049
56350362
17631975
29509037
115764860
15548901
7551163
48346834
498177323
195835083
126523160
52170885
220022664
184914637
118879551
