timestamp,value
16 APR,115
17 APR,93
18 APR,99
19 APR,98
20 APR,94
21 APR,106
22 APR,103
23 APR,107
24 APR,124
25 APR,93
26 APR,166
27 APR,160
28 APR,137
29 APR,123
30 APR,342
1 MAY,205
2 MAY,127
3 MAY,112
4 MAY,140
5 MAY,157
6 MAY,145
7 MAY,154
8 MAY,131
9 MAY,141
10 MAY,131
11 MAY,161
12 MAY,179
13 MAY,199
14 MAY,181
15 MAY,188
