timestamp,value
21 JUL,73.00636612431425
22 JUL,64.29552923167951
23 JUL,41.17879237334988
24 JUL,1.086386149948133
25 JUL,43.38213565277449
26 JUL,14.378573279970055
27 JUL,36.08487720107917
28 JUL,24.224984508358023
29 JUL,34.4104112538414
30 JUL,21.623764481198265
31 JUL,30.005995794048168
1 AUG,27.347991439836434
2 AUG,1.3229290231759814
3 AUG,0.6145421325746364
4 AUG,75.38740298834485
5 AUG,79.8827021476166
6 AUG,21.971225073071466
7 AUG,25.88881886130427
8 AUG,27.76118612875621
9 AUG,22.583406842671973
10 AUG,20.935643782380335
11 AUG,54.69424819902953
12 AUG,61.973663842242544
13 AUG,13.912555600774423
14 AUG,30.26425677860341
15 AUG,0.5539707325667642
16 AUG,2.186706323260809
17 AUG,16.15879816506225
18 AUG,16.506989197285726
19 AUG,33.73747509796028
